userName;content;score;at;appVersion;;
Erick Saputra;baik;3;15/01/2024 10.32;82.00.02;;
Dewi Saden;murah;5;15/01/2024 10.29;82.00.02;;
faiz Hakim;good;5;15/01/2024 10.28;82.00.03;;
Mira Wanda;oke;5;15/01/2024 10.26;81.16.00;;
jodi Misah;Kecewa berat aplikasi ny sering eror ini malah ga bisa dibuka di hp saya;1;15/01/2024 10.21;82.00.02;;
Edi Lirsan;Lumayan Baik Akses internetnya;3;15/01/2024 10.19;82.00.02;;
Yuliana Putri Rahmil;Harga paketnya naik ga ngotak jir, biasanya saya beli 25k 12GB 30 hari, skrg harganya 50k yg 12GB 30 hari, jaringannya selalu ilang pas ujan sama mati lampu. Bukannya naikin kualitas malah kualitasnya tambah turun tpi harga paketnya naik 2x lipat. Emg ga ngotak im3, pengen ganti kartu aja sekalian saya kasih tau ke semua temen dan keluarga biar ga make im3 lagi;1;15/01/2024 10.19;82.00.02;;
Fani Hidawati;sangat baik;4;15/01/2024 10.17;82.00.03;;
Imam Ramdhani;bagus sekali;5;15/01/2024 10.15;82.00.02;;
indra gunawan;ok bnget M3;3;15/01/2024 10.13;81.16.00;;
Jenismiftahhh;Ok;5;15/01/2024 10.10;82.00.02;;
Syarah Andriani;keren;5;15/01/2024 10.02;82.00.02;;
Jaelani Ahmad;mantap;5;15/01/2024 09.59;0;;
Wahyu Heromexy;Gatau sekarang indosat jaringannya jelek banget. Apalagi klo udah hujan dan mati lampu pengguna indosat auto kembali ke zaman purba. Belum lagi beli paket data mahal banget. Giliran udah beli baru ada notif promo, gak niat kali ngasih promo (emot kesel). Bintang 1 dlu klo udah agak baikan jaringannya nnti bintang 5;1;15/01/2024 09.56;81.16.00;;
Rehan syahwardana;Mohon di update lagi;1;15/01/2024 09.54;82.00.02;;
Muhamad RIZKI NUR PADILAH;aplikasi ini bagus banget;1;15/01/2024 09.53;81.16.00;;
Jerot Acox;Sorry ye udah g pake im3 lagi untuk internet,jdi g usah repot2 kirim SMS bla bla bla ya.🤭😁;1;15/01/2024 09.50;0;;
Ayanto Ayanto;Awalnnya masih sabar krna memaklumi bug nya.tapi mangkin lama mangkin menjadi jdi.masa kuota 5 GB lenyap dlm 4 jam.Kalo habis download apk,file atau semacamnya wajar lah.tapi ini pdhl cuman main gem tapi hebat nya 16/19 menit main gem udh 300/400 MB terkuras. Saya sebagai pengguna merasa resah.masa kuota segitu hilang nya cepet bgt.di tambah lagi jaringan tidak stabil dan suka ngilang.dan juga pas mau buka apk selalu eror.kalo mau update sadar diri dulu kek.sistem aja ga bener sok Sokan update🖕;1;15/01/2024 09.40;82.00.02;;
Supar Supar;4 bintang dulu sementara karena belum tau kedepannya bagaimana, untuk saat ini masih aman aman saja;4;15/01/2024 09.35;82.00.02;;
Ñebula Crimson (AΩ);Kenapa sekarang sinyal nya pas main game suka drop tapi pas download apa streaming lancar² aja;1;15/01/2024 09.33;80.04.02;;
Sartini;lumayan;4;15/01/2024 09.33;82.00.02;;
Mimin Mintarsih;sangat bagus;5;15/01/2024 09.31;82.00.02;;
Cuki Mai;sinyal busuk terus, dimintain konsultasi malah gaada yg berguna;1;15/01/2024 09.29;0;;
Zheva 93;Setelah di update jdi susah dibuka.. Apalagi kalau tidak ada quota gk bisa kebuka gk kaya dulu.;3;15/01/2024 09.27;0;;
wawan fauzan;Minta kode OTP sampe 2 hari gak di kirim² Aplikasi TOLOL;1;15/01/2024 09.19;0;;
Siti Juaryah;bagus murah pusanya tapi syale lelet;5;15/01/2024 09.18;82.00.02;;
Anwari Alfarisy;Masih gak bisa Uda 2 bulan ini gmn;2;15/01/2024 09.16;82.00.03;;
Azer Pipoy;Mengecewakan !!! Baru Beli paket freedom U tapi tidak bisa di gunakan, padahal jaringan normal dan tidak ada solusi. Akhirnya beli lagi paket internet biasa baru bisa;1;15/01/2024 09.15;82.00.03;;
meli amel;bagus untuk dipakai;5;15/01/2024 09.09;82.00.02;;
Waluyo Joko;aplikasi nya sangat bagus untuk tahu data kia;5;15/01/2024 09.08;81.16.00;;
Viktorius Agungsisus Agung;bagus;1;15/01/2024 09.03;82.00.02;;
Bunga Asmara;sangat bagus;5;15/01/2024 08.53;82.00.02;;
Rijal Ajja;Good ,cpt akurat;5;15/01/2024 08.53;82.00.02;;
Pakudin Bule;Okok;5;15/01/2024 08.50;0;;
Mul Yani;bagus;5;15/01/2024 08.44;82.00.02;;
Joe Yumat75;Apl yg sngt bgs mudah buat transaksi pulsa;5;15/01/2024 08.40;82.00.02;;
Ispoer 61;DEPLOFERNYA GOBLOG !!!!;1;15/01/2024 08.39;81.07.00;;
Mustain Tain;iya;5;15/01/2024 08.36;82.00.02;;
Mabh Kakaung;Selalu loding;4;15/01/2024 08.32;81.13.00;;
Muhammad Hafizd;bagus;5;15/01/2024 08.31;82.00.02;;
ACIK TV;Mau login, tpi kode gak dikirim2;1;15/01/2024 08.28;0;;
Dzikry Alfahrizy;costumer service nya gak pernah menanggapi;1;15/01/2024 08.18;81.16.00;;
Jemi Drajat;Aplikasi ini seruh akan aku takkasih nilaninyak 1Yampe10;4;15/01/2024 08.09;82.00.02;;
Ade Abdullah;sangat bagus;5;15/01/2024 08.05;82.00.02;;
Vendro Hilma;Jelek tidak bisa di install saya. Sudah muak;1;15/01/2024 08.05;82.00.02;;
syra;beli paketan ga bisa ga ada masuk tapi pulsanya ttp kesedot sampe abis,bikin rugiiiii;2;15/01/2024 08.01;81.16.00;;
Mas Jai;Ok;5;15/01/2024 07.56;82.00.02;;
Rinata Rinata;aplikasi nya bermanfaat;5;15/01/2024 07.51;0;;
Deniz Sherinda;jozz gandozz;5;15/01/2024 07.48;v74.2;;
Tigaserangkai;bagus;5;15/01/2024 07.44;82.00.02;;
Yuda Ramadhan;semoga lebih baik lagi..udah 10 tahun buat;5;15/01/2024 07.41;82.00.02;;
Cahya_yz;jelek;1;15/01/2024 07.41;81.14.02;;
akulagi akulagi;Sinyal suka ilang....padahal lokasi semarang kota...dududududu...harus beli paket boster biar lancar...sekali beli lancar cm sehari...besoknya sdh ilang2 lagi....tambahan ulasan hari ini tgl.15jan'24...sinyal parah...padahal baru isi kuota kemaren dan masih banyak. Kenapa😭;4;15/01/2024 07.39;82.00.02;;
Cucu Kuswara;baik;4;15/01/2024 07.38;82.00.02;;
RezA Septiawan;baik;5;15/01/2024 07.37;82.00.03;;
Budi Reksa Saputra;Kalau internet masa aktifnya mau habis jangan di jelek-jelekin jaringannya, kuota masih banyak padahal. Tiap masa aktif mau habis pasti gitu, aneh banget;1;15/01/2024 07.32;82.00.03;;
Hanifah At taufik;oke;5;15/01/2024 07.30;82.00.02;;
Rohmat Sampurna;baik;5;15/01/2024 07.30;81.16.00;;
Putri Ainur Rohmah;banyak bonusan godjob;5;15/01/2024 07.29;82.00.02;;
Irfan Hilmi;Semakin diupdate semakin menurun perfomanya, tolong kalo update itu semakin baik bukan semakin menurun! Jangan asal update, kalo cuma ubah tampilan doang, aku lebih suka update itu kegunaannya bertambah, bukan semakin ga berguna! Apa cuma bisa itu saja update terbaru cuma mengubah tampilan doang!;1;15/01/2024 07.28;82.00.02;;
MIRA ANDRIANI;😡;1;15/01/2024 07.26;82.00.02;;
Heryang Chandra;mantap jiwa;5;15/01/2024 07.19;82.00.02;;
Dedek Haikal;top;3;15/01/2024 07.16;0;;
Agustina Anuar;Jelek banget jaringan nya lelet;1;15/01/2024 07.16;0;;
Yusuf Ramali;ok;5;15/01/2024 07.14;82.00.02;;
Ardan Maulana;Sinyal bagus tapi suka mati nape ga sekalian mati selamanya anj;1;15/01/2024 07.14;0;;
Pitik Trans;sangatlah murah harga nya;5;15/01/2024 07.04;81.16.00;;
Mbak Zammi;sinyal kuat, banyak promo dan harga peket nya murah banget;5;15/01/2024 07.04;82.00.02;;
Surya Kencana;good;5;15/01/2024 07.03;82.00.02;;
Haris 12;mantap;5;15/01/2024 07.03;82.00.02;;
Ciluk Ba;Sinyal sangat tidak bagus,Indosat mau sampai kapan lemot sinyal;1;15/01/2024 07.02;0;;
Rama Hs;Sinyal bosok;1;15/01/2024 07.02;81.16.00;;
Arif Pratama;SEMENJAK UPDATE TERBARU, APLIKASI NYA TIDAK BISA DIBUKA, TOLONG DEVELOPER NYA DIPERBAIKI, DI-UPDATE BUKANNYA SEMAKIN BAGUS MALAH MAKIN BURUK.;1;15/01/2024 06.50;0;;
Fauzul Adhim;Provider penipu. Saat pulsa dan masa aktif habis, ada promo internet 30hr murah. Pas beli pulsa tiba2 promo hilang. Nipunya terlalu ini ke konsumen;1;15/01/2024 06.45;82.00.02;;
Erlangga Pratama;kenapa saya tidak biasa menukar kan ompoin saya;5;15/01/2024 06.44;82.00.02;;
Sandi Bah oeng;Jaringan makin sini makin parah Tolonk optimal kn jaringan klw gk gua beli kartu sebelah;1;15/01/2024 06.40;82.00.02;;
Risky Prayoga;App sering eror gk bisa dibuka;1;15/01/2024 06.36;82.00.03;;
ida eliza binta masang;👍👍;5;15/01/2024 06.30;82.00.02;;
INDRA BAYU;Sinyal kurang bagus sering terputus putus,udah pakai kuota sama wiffi pun masih sering hilang datang,pelanggan setia oredo merasa kecewa,tolong di perbaiki biar pelanggan tidak berpindah.;2;15/01/2024 06.29;0;;
Abdul zacky Alghiffari;bagus banget banyak gratisnya;5;15/01/2024 06.24;81.15.00;;
Nabilah Wati;sangat baik;5;15/01/2024 06.20;82.00.02;;
Kiflya dalil;sangat bagus;3;15/01/2024 06.18;82.00.02;;
Kenla Hanya;bagus;5;15/01/2024 06.17;82.00.02;;
Hilmi Sayko;setelah di update kaga bisa cek tanggal masa aktif habis . bobrok sistemnya;1;15/01/2024 06.14;82.00.03;;
AGUNG PRASETYO;good;5;15/01/2024 06.10;82.00.02;;
Enal Dealova;bintang 4 sja dlu so,alnya promo berlaku jika pulsa masa tenggan tapi pas beli yg muncul yg normal smua tapi tetap setia dengan M3;4;15/01/2024 06.09;82.00.02;;
Merli Ana;baik;5;15/01/2024 06.07;0;;
Rizqi Nurul Fadhillah;Kenapa lagi ini jaringannya Indosat ko kagak ada sinyalnya padahal 4G;4;15/01/2024 05.59;81.16.00;;
Rosi Lusianti;aplikasi lumayan bagus;1;15/01/2024 05.53;82.00.02;;
Muhammad Abid Faiz Syawalludin;Kartu goblogggggg sinyal jelek mulu tolol!;1;15/01/2024 05.51;0;;
Adela Puspita;Woy kl lo ga mau di kasih bintang 1 makanya yang bener. udh ngambil paket lewat apk tp blm msk malah pulsa gua ketarik anj. Kapok gua pake Indosat kl gini, pulsa gua sering bgt kepotong ! Mana makin mahal. Pindah haluan aja deh;1;15/01/2024 05.41;81.16.00;;
Mukhamad Zaini Ferdiansyah;Beli hot promo pake shopee pay ga bisa, pake pulsa ga bisa, terus bisanya cuman beli pulsa doang aplikasi apaan ini;1;15/01/2024 05.41;82.00.02;;
anik mutiah;okk;5;15/01/2024 05.39;81.16.00;;
Tina Susilawati;Buset daaah di update jadi makin jelek, bukan nya malah bagus.;1;15/01/2024 05.36;82.00.02;;
Jiban 08;jaringan bagus cuman khususnya dikota saya Sumedang Jawa Barat jaringan bagusnya daerah tertentu;3;15/01/2024 05.35;81.15.00;;
Ahmad Paino;Apknya GK begitu berguna saya mengalami kendala yaitu saya membeli kuota game yang buat main MLBB aov pubg dan ff tapi pada kenyataan ya tidak bisa buat main game memang sangat merugikan saya sudah mencoba hubungi costumer service katanya mau di alihkan ke live chat sampai saat ini belom juga ada balasan dan ketika saya adukan ke wa malah jawabnya maaf Indira belom bisa untuk masalah tersebut hanya bisa jual beli paket data apa ini tidak niat bantu bilang aja udahlah kecewa sayasama indoSAD;1;15/01/2024 05.31;0;;
As Muni;oke bgs siiiiiiiiip;4;15/01/2024 05.25;82.00.02;;
Gugun Apriatna;Orang gak punya utang dll. Tapi sos kagaaaaa bisaaaa;1;15/01/2024 05.24;0;;
Louis Akbar;NOTIFMU BISA GA SIH GAUSA GANGGU,TIBA TIBA POP UP GAJELAS,PNTK;1;15/01/2024 05.23;82.00.02;;
muhammad kevin;Indosat semakin kesini semakin jelek jaringan nya ilang2 Tolong diperbaiki suda banyak orang orang ngelu termasuk saya terhadap jaringan/sinyal nya kalau gini terus seperti nya bikin orang kecewa;1;15/01/2024 05.20;82.00.02;;
Muhammad Haifano;jaringan lag;1;15/01/2024 05.19;82.00.02;;
Fahmy Agungkurniawan;Provider gak jelas,ngisi 150k pas di jadiin paket pulsanya ngurang 30k;1;15/01/2024 05.19;82.00.02;;
Rune GNB adonis Altim;sangat bagus dan menarik;5;15/01/2024 05.17;82.00.02;;
azizul hakim;aplikasinya sangat bagus;5;15/01/2024 05.15;82.00.02;;
Hadi Atha;sinyal bagus;5;15/01/2024 05.09;82.00.02;;
Remon Hardigo;im3 point ilang aja tiba²,cape² ngumpulin,yang kerja nya gabener siapa,yang pake bug siapa,yang rugi semua pengguna im3. otaknya dimana.;1;15/01/2024 05.09;82.00.03;;
Dholhank 01;sangat baik;5;15/01/2024 05.08;82.00.02;;
Beny Tanu wijaya;goood;5;15/01/2024 04.58;0;;
Reza Badar92;oke gak ngelag;5;15/01/2024 04.51;82.00.02;;
Rio_Frank;bagus;5;15/01/2024 04.48;82.00.02;;
Nurfa Adawiah;sangat suka;5;15/01/2024 04.47;82.00.02;;
jacky channel;IM3 banyak pilihan pembayaran yang cepat,dan mantap;5;15/01/2024 04.46;81.16.00;;
NOOR SYAIFIYAH;nice;5;15/01/2024 04.43;82.00.03;;
Julian Ferry onaldi;M3 taekk ngangguan terus njiss !!!!!!!!;1;15/01/2024 04.42;82.00.03;;
Damar Langit;setelah tahun baru kok malah lemot sering hilang sinyal kadang jadi E sampai skrg sinyal sering hilang dan datang dan kemarin tgl 14 ambil pulsa darurat belum masuk2 eh begitu sy isi lsg dipotong padahal tidak ada pulsa masuk...sy merasa dirugikan;2;15/01/2024 04.41;82.00.03;;
Yopi Sopyan;TAMPILAN APLIKASI MYIM3 SANGAT BURUK,JELEK,RIBET. BALASAN CS JUGA TIDAK NYAMBUNG.;1;15/01/2024 04.38;0;;
efori Buulolo;Ok;5;15/01/2024 04.35;0;;
Lilis Lisnawati;ga ada kuota gratis;5;15/01/2024 04.32;82.00.02;;
Herman Ngmahap;kalau saat jaringan sibuk pulsa habis tersedot walaupun ada paket data;1;15/01/2024 04.26;81.15.00;;
Reme Oyii;indosat0 eror pls darurat tdk prnah di kirim tpi slalu p trpotong;1;15/01/2024 04.22;0;;
Zie Cell;bguzz;4;15/01/2024 04.21;81.13.00;;
kharisma aji pangestu;Babi di beliin roaming malah g fungsi sinyal lemot kek asu;1;15/01/2024 04.21;82.00.02;;
Tengkuyong;Udah 3 hari jaringan IM3 di sini sangsut, buka kirim WA pun lama.. padahal towernya dekat hanya 700 meter..;2;15/01/2024 04.12;82.00.02;;
yayat setiana;oke;4;15/01/2024 04.07;82.00.03;;
Rhina Desya;saya sangat suka myIM3 karna kalo udah lama gak pake Kouta dapat 1-3 GB gratis🎉🎉;5;15/01/2024 04.07;82.00.02;;
Lotek Sapi;bagus;5;15/01/2024 04.06;82.00.03;;
SAM AL;murah;5;15/01/2024 04.04;81.16.00;;
Ferry 07;masa baru beli paket kang ilang paket nya anehh aneh Indosat makin ga nyaman ajg baru beli paket langsung 0GB;1;15/01/2024 03.53;81.16.00;;
Adisalsa Ayu;sangat bagus;5;15/01/2024 03.49;82.00.02;;
Citra Dewangga;Harga paket tidak selalu di perbarui, Customer carenya lelet ngasih info paket gagal pendaftaran atau gak, Kerjanya ngopi;1;15/01/2024 03.47;82.00.03;;
fanitah Khanifah;Kenapa setelah saya top up buat beli data ternyata gagal dan uang nya nggak masuk ke saldo saya kembali malah hangus uangnya;2;15/01/2024 03.45;82.00.03;;
Rama Rizkypratama;puas sekali;5;15/01/2024 03.42;82.00.02;;
Asip Bahri;baik;4;15/01/2024 03.41;82.00.02;;
Fitri Wahyu;Habis di update malah makin buruk , ngak bisa ngisi voucher data 🙄;1;15/01/2024 03.41;82.00.02;;
zaza idaa;bagus;5;15/01/2024 03.39;82.00.02;;
Adit Maiden;mau tukar point tidak bisa padahal sebelumnya sebelum di update lancar,kecewa bsnget anj**;1;15/01/2024 03.39;0;;
Ahmad Hasib;bagus;5;15/01/2024 03.35;81.16.00;;
Deck Tunas;sangant membatu saya semoga dapat kuota banyak gratis;5;15/01/2024 03.30;81.14.02;;
ImSomnia;Mau beli paketan, Gak bisa bayar pake E-Wallet, payah!;1;15/01/2024 03.18;82.00.03;;
TKR Ar-Roudhoh;sinyalnya memuaskan;5;15/01/2024 03.17;82.00.03;;
Alfa Andrean;mylm3 sangat menarik;5;15/01/2024 03.16;81.16.00;;
Elsa putri Ifana;Elsa putri Ifana kouta;4;15/01/2024 03.11;0;;
Herman Herman;bgus;5;15/01/2024 03.09;82.00.02;;
Roni Gomes;mantap;5;15/01/2024 03.08;82.00.02;;
Noven Efendi;Apakah ada paket data yg lebih murah;1;15/01/2024 03.07;82.00.02;;
Usep Usep;Bagus;5;15/01/2024 03.00;0;;
Farhan Sururi;Pinjam kuota darurat sekitar Rp7200 lalu kenapa tiba tiba ditagih Rp15400 Tolong diperbaiki lagi;1;15/01/2024 02.55;0;;
LEON;Udah 2 bulan jaringan tidak diperbaiki padahal dulu jaringannya kenceng banget tapi sekarang malah lemot banget bahkan kalau berwujud tu jaringan lomba ama siput pun kalah;1;15/01/2024 02.54;82.00.02;;
Setiawan Kichay;sangat puas;5;15/01/2024 02.52;81.16.00;;
REHAN DA SILVA TV;Ini saya login pakai no im3 ko ga bisa min? :);1;15/01/2024 02.46;82.00.02;;
Entin Rostini;sangat puas;5;15/01/2024 02.42;82.00.02;;
Sugiono Legenda;lu asik bang!!!;1;15/01/2024 02.39;82.00.02;;
Anton Sukarno;sangat baik;5;15/01/2024 02.33;82.00.02;;
Kevin Karan;Gw beli pulsa pake wifi masih ada sisa 25 ribu eh pas dicek 2 minggu setelahnya malah kesedot 15 ribu ,tadi juga gtu beli pulsa 25 rb pas bsk dibuka malah kesedot lagi 1000,kok bocor gitu;2;15/01/2024 02.31;81.16.00;;
Bayu Bayu;sangat bagus;5;15/01/2024 02.24;82.00.02;;
Ayuk srihandayani;bagus;5;15/01/2024 02.17;82.00.03;;
Rahmat Rahmat;sangat bagus;5;15/01/2024 02.14;0;;
Bang Jupiter;keren;2;15/01/2024 02.05;81.16.00;;
Sodik Pbun123;bagus;4;15/01/2024 01.55;0;;
Nur Aisyah;bagus;5;15/01/2024 01.54;82.00.03;;
Mooza Rela;Sampah;1;15/01/2024 01.49;0;;
Rara Bae;sangat bag7;5;15/01/2024 01.45;82.00.02;;
Hamjah Aza;baru pakai aplikasi myIM3;3;15/01/2024 01.28;82.00.03;;
Beni Akhmad Sahbany;Kalau ada pulsa yg ke ambil seenggaknya kasih notifikasi berapa ke sedot nya;1;15/01/2024 01.19;81.08.00;;
Yogik;sangat bagus;4;15/01/2024 01.16;81.16.00;;
Ewek Alala Ewek;Iya saya suka;5;15/01/2024 01.13;0;;
cahya wiguna;"Paket data semakin d beli malah jadi naik harganya,sinyal putus"" mulu. Jaga lah kwalitas";1;15/01/2024 01.08;82.00.02;;
Adi Adimin;baik;4;15/01/2024 01.04;82.00.02;;
Tidak Terdeteksi;Sudah di update malah tidak bisa dibuka sama sekali,padahal kuota baru beli dan sinyal lancar jaya.Tolong segera diperbaiki agar konsumen merasa nyaman. Terimakasih;1;15/01/2024 00.54;82.00.02;;
7; Mustofa Abdul Rafi;1;15/01/2024 00.35;82.00.02;;
Ahya Ansory;Indosat bangke isi paketan 12gb isi dari tanggal 10 Januari 2024 masa baru tanggal 15 Januari 2024 udah habiss assuu indosatt nipppuuuu;1;15/01/2024 00.32;82.00.02;;
Kayzoo Ganzz;Apaan gw beli Kouta pake dana kaga masuk TPI dana gw udh kurang gmn sih tolong dong yg bener balikin dana gw atau kirim Kouta nya jualan kaga bener scam;1;15/01/2024 00.30;82.00.03;;
Fahmi Amix;Gimana ni operator masa tidak bisa beli kuota ini;2;15/01/2024 00.27;82.00.02;;
rona guritman;ok banget siip;5;15/01/2024 00.25;82.00.03;;
Snow White;Mksh ya, udh nyedotin pulsaku berulang kali. Padahal kita pakai wifi. Udah kayak lintah darat pula, ga nanggung2 nyedotnya. Klw org br isi pulsa, disitulah semua bereaksi.;1;15/01/2024 00.12;81.16.00;;
Badiatul Mujtahidah;Mohon maaf sebelumnya kalau ada kata² kasar di ulasan sebelumnya 🙏 terkait protes sebelumnya memang agak membuat sedikit kecewa karena memiliki banyak kendala yang pertama kuota hilang setelah isi ulang, yng kedua tiba2 ada pulsa darurat padahal tidak bisa sama sekali ngambil 🙏 tolong diperbaiki lagi karena saya pelanggan setia indosat,terimakasih;3;15/01/2024 00.12;82.00.02;;
Feri Ular;baik;5;15/01/2024 00.00;82.00.02;;
Ali Sybro;Update elit sinyal sulit Update ga guna malah nambah ga guna;1;14/01/2024 23.39;82.00.02;;
Bambang Santoso;sangat bagus;5;14/01/2024 23.35;82.00.03;;
NINO FINe;beli 2024 kuota murah tapi dipake boros ..;3;14/01/2024 23.12;82.00.03;;
Ipul Epunk;Parah banget Indosat sekarang gk kaya dulu lagi, jaringan lemot nya luar biasa tolong di perbaiki sesegera mungkin sebelum saya ganti jaringan lain.;1;14/01/2024 23.05;82.00.02;;
budi setyawan;good;5;14/01/2024 23.00;82.00.02;;
Mochammad Prayogi Haristama;👍👍👍;5;14/01/2024 22.59;0;;
Dewi Nurul;Makasih banyak hhhhhh;4;14/01/2024 22.59;0;;
Ruddy Sojokertoo;M3 Indosat memang monyet 🐒, membohongi saya. Katanya ada pulsa save, sehingga tidak takut pulsa hilang kesedot, eh ternyata pulsa kesedot tiba-tiba habis. Males saya menggunakan kartu m3 Indosat. Dasar monyet 🐒 Kamu layanannya sangat jelek....,,!;1;14/01/2024 22.40;82.00.02;;
Alfar Alfar syack;pulsa suka abis sendiri,nelpon ke operator lain ga sampe 10 detik malahh pulsa ke sedot 10 RB parah banget;2;14/01/2024 22.38;82.00.02;;
Rahmatnst Rahmatnst;Ok;4;14/01/2024 22.30;82.00.02;;
Yayan Tohyarudiin;tetap konsisten dengan hot promonya;3;14/01/2024 22.26;82.00.03;;
Setiawan Permana;semakin oke;5;14/01/2024 22.16;0;;
Lavien Rose;Jaringan ampas tapi kuota makin naik dan mahal, suka ngambil pulsa pelanggan juga lagi 👎👎👎;1;14/01/2024 22.07;0;;
Dian setia;sangat membantu aq dalam mengerjakan tugas gak mahal juga paketnya;4;14/01/2024 22.03;82.00.02;;
Auli Rahman;saya pakai IM3 udah 10 tahun lancar;5;14/01/2024 21.58;82.00.02;;
ldp insanmulia;good job;5;14/01/2024 21.28;82.00.02;;
eng ing enk channel;Harga quota nya tambah sini tambah mahal ampun deh naek terus beda sama yg sebelah stabil;1;14/01/2024 20.35;82.00.02;;
Nabila Natasyah;Banyak bug;1;14/01/2024 20.28;82.00.02;;
Kartini linda Wati;Makin gajelas penukaran point;1;14/01/2024 20.03;82.00.03;;
abah rahel;suka;5;14/01/2024 20.02;0;;
Arif Budiarman;okeh;5;14/01/2024 20.00;0;;
Asih Annur;sangat bagus;5;14/01/2024 19.40;82.00.02;;
ZEA RIBBY;WOKEE;5;14/01/2024 19.35;82.00.02;;
Achmad fadillah;ganti nomor aja kgk bisa...;1;14/01/2024 19.23;0;;
Nuvi ansyah;harga kuota semakin mahal!!;1;14/01/2024 19.23;81.08.00;;
Budi Sehabudin;tingkatkan;5;14/01/2024 19.20;82.00.02;;
Arif Munandar;tambah promo lebih murah lgi;3;14/01/2024 19.04;82.00.02;;
King Kong;Aplikasi payahh malah elor trusss;1;14/01/2024 18.56;82.00.02;;
Deden Andi;bagus;5;14/01/2024 18.53;81.16.00;;
Jalil Hidayat;Naya apa jawab ya apa;1;14/01/2024 18.28;82.00.02;;
Infinix Ponsel;ok;5;14/01/2024 18.16;82.00.02;;
Rio Septiadi;oke;4;14/01/2024 18.08;82.00.02;;
Aura Savira;plss knp di buat ngegame sinyalnya jumping trs , naik turun trs kayak ga stabil gt. bikin kesel bgt sii, tlng di benerin ya...;3;14/01/2024 18.03;82.00.02;;
Zahera Nur Rohfina;Member impoin aku kok ngestuck di gold sih? Waktu itu pas tahun 2021 apa 2022 udah jadi member poin platinum eh pas update malah balik ke gold, oke gak masalah, sekarang tinggal 230 poin lagi bakal naik, setiap kali isi pulsa malah gak dapat lagi impoin aku. Gimana loh?;3;14/01/2024 17.54;82.00.03;;
ögunawan ids;Aplikasi mym3 jadi jelek menu nya ribet...kayanya harus ganti kartu;1;14/01/2024 17.37;82.00.02;;
Ira Handayani;Saya turunkan bintangnya, karna pelayannya menjadi tidak memuaskan. Kalo pelayanannya bagus lagi, saya tambah bintangnya.;1;14/01/2024 17.33;82.00.02;;
Yana Prabudi;ok;5;14/01/2024 17.29;82.00.02;;
Yusril Ayu;Kartu elit jaringn sulit;1;14/01/2024 17.25;82.00.02;;
Agis Rahman;Dana sudah masuk ke apk dana Indosat paket tidak masuk SMS tidak masuk bantuan tidak ada aplikasi macam apa ini;1;14/01/2024 17.09;82.00.02;;
Budi Santoso;Sinyal makin buruk,sering nge blank;1;14/01/2024 17.04;81.04.00;;
TOP HEADSHOT;Ngeleg Mulu;2;14/01/2024 16.56;82.00.02;;
Arman Boy;jos;5;14/01/2024 16.52;82.00.03;;
Ponco Mitriyono;coba dulu;1;14/01/2024 16.48;82.00.02;;
Medhy Roujing97 Medhy;Saya binggung 2minggu ini knpa Apl My M3 saya gk bisa di buka;5;14/01/2024 16.48;82.00.02;;
Fahri Jaya;sangat lemut;5;14/01/2024 16.35;82.00.03;;
Rofi 999;ok;4;14/01/2024 16.18;82.00.02;;
Teguh riyono Riyono;ga ada bonus kuotanya;3;14/01/2024 16.16;82.00.02;;
Fiery Prasetia;karti sampah makin kesini makin ampas bgt ni sinyal masa data full kbps ancur parah tolong lah di perbaiki lagi jaringannya!!;1;14/01/2024 16.14;82.00.03;;
Muhammad Riadi;Gimana ini lama2 kok ga jelas paket tiba2 hilang sendiri padahal masih 28 GB saya saranin jangan menggunakan kartu m3 lagi udah sinyl hilangan timba2 pulsa berkurang sendiri Sampek habis kuata data juga hilang sendiri lama2 nyusahin pengguna;1;14/01/2024 16.11;82.00.02;;
Putu Tida Risbonaka;Sinyal Indosat sekrng sampaah bnget;1;14/01/2024 16.10;82.00.02;;
irfan maulidi;Padahal udah enak di IM3, tapi akhir akhir ini makin kecewa, beli paket freedom apps tapi ngak bisa di gunakan, sama kayak bakar duit sih, kecewa banget ke IM3;1;14/01/2024 16.07;0;;
Gatrick;Error mulu, cepat perbaiki dong, masa provider sebesar indosat buruk sekali aplikasinya. Dah lama belasan taun pake m3, kalo gini caranya mnding pindah provider sebelah.;1;14/01/2024 16.04;82.00.03;;
yeni yeni;Sangat puas;5;14/01/2024 16.03;0;;
chanina yani;good;5;14/01/2024 16.02;82.00.02;;
Ekoo Albino;Gilaa.. makin lama makin mahal harganya.🥲;2;14/01/2024 15.49;82.00.02;;
Muhammad Adabi;Balikin paket Freedom harian 9gb 5hari 18rb;5;14/01/2024 15.48;82.00.02;;
Aku Saya;Indosat kek babiiii;1;14/01/2024 15.35;0;;
Yadi Siboro;Aplikasi sangat buruk,setau saya aplikasi internet bisa dibuka walau tak punya internet,tetapi memiliki pulsa,namun untuk aplikasi satu ini tidak bisa sama sekali,;1;14/01/2024 15.27;82.00.02;;
Ridwan Safangat;Gak jelas kasih pancat kuota tapi gak di kasih dapet dah abis banyak paketan tapi gak dapet2;1;14/01/2024 15.25;0;;
Alan Setiawan;mantap;5;14/01/2024 15.00;82.00.02;;
Idris Muhammad;bagus;5;14/01/2024 14.57;0;;
Kak Muslim;bagus;5;14/01/2024 14.57;82.00.02;;
